region_isp,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
840_pa_10368,US-NY-NewYork-2,04-01-2010,,0.626144,14.000000,0.612475,0.381979,2.616279,
840_pa_10368,US-NY-NewYork-2,05-01-2010,,0.625622,15.000000,0.740834,0.256284,2.746324,
840_pa_10368,US-NY-NewYork-2,06-01-2010,,0.626130,15.000000,0.810791,0.186160,2.762931,
840_pa_10368,US-NY-NewYork-2,07-01-2010,,0.608009,15.000000,0.789269,0.204946,2.752427,
840_pa_10368,US-NY-NewYork-2,07-01-2011,,0.642185,,,,,
840_pa_10368,US-NY-NewYork-2,08-01-2010,4.943560,0.575059,15.500000,0.827567,0.167243,2.151685,255
840_pa_10368,US-NY-NewYork-2,08-01-2011,,0.636528,14.000000,0.737197,0.254736,3.050926,
840_pa_10368,US-NY-NewYork-2,09-01-2010,4.909417,0.585707,16.000000,0.732118,0.259551,2.162393,237
840_pa_10368,US-NY-NewYork-2,09-01-2011,,0.645940,14.000000,0.598823,0.395267,2.834008,
840_pa_10368,US-NY-NewYork-2,10-01-2010,6.048480,0.609564,15.000000,0.794495,0.201204,3.085791,280
840_pa_10368,US-NY-NewYork-2,11-01-2010,4.972418,0.583575,15.000000,0.548412,0.446334,2.105422,225
840_pa_10368,US-NY-NewYork-2,12-01-2010,5.307621,0.612386,15.000000,0.859078,0.122328,2.533101,205
840_pa_10719,FR-Paris,01-01-2011,,0.565478,115.000000,0.271556,0.719363,2.748276,
840_pa_10719,FR-Paris,02-01-2011,,0.573250,,,,,
840_pa_10719,FR-Paris,12-01-2010,,0.595524,109.000000,0.215655,0.776161,2.592058,
840_pa_10719,NL-Amsterdam,12-01-2010,,0.556589,122.000000,0.192531,0.799184,2.317269,
840_pa_10719,NL-Amsterdam-2,07-01-2011,1.375638,0.575807,117.500000,0.954797,0.034110,3.514523,203
840_pa_10719,US-IL-Chicago,07-01-2010,,0.313686,,,,,
840_pa_10719,US-NY-NewYork,01-01-2010,,0.590833,32.500000,0.059968,0.935537,2.628440,
840_pa_10719,US-NY-NewYork,01-01-2011,2.812484,0.582692,40.000000,0.649727,0.342545,2.312265,1741
840_pa_10719,US-NY-NewYork,02-01-2010,2.674027,0.583296,37.000000,0.052341,0.941752,2.912977,1154
840_pa_10719,US-NY-NewYork,02-01-2011,2.841658,0.581888,39.500000,0.740036,0.249741,2.306490,1273
840_pa_10719,US-NY-NewYork,03-01-2010,2.641328,0.580916,38.000000,0.054136,0.939823,2.802212,1649
840_pa_10719,US-NY-NewYork,03-01-2011,2.823931,0.580327,40.000000,0.813989,0.172769,2.350412,913
840_pa_10719,US-NY-NewYork,04-01-2010,2.653823,0.577517,39.000000,0.054472,0.939670,2.728661,1304
840_pa_10719,US-NY-NewYork,05-01-2010,2.719715,0.585716,36.000000,0.051798,0.942624,2.892810,1303
840_pa_10719,US-NY-NewYork,06-01-2010,2.745134,0.585985,35.000000,0.053798,0.940646,2.904343,1252
840_pa_10719,US-NY-NewYork,07-01-2010,2.692733,0.586013,34.000000,0.052185,0.942013,2.859492,919
840_pa_10719,US-NY-NewYork,07-01-2011,3.844443,0.586156,36.000000,0.895302,0.089820,2.696353,1041
840_pa_10719,US-NY-NewYork,08-01-2010,2.596169,0.577255,39.000000,0.069200,0.924595,2.168202,773
840_pa_10719,US-NY-NewYork,08-01-2011,2.778470,0.580351,40.000000,0.916789,0.069058,2.577258,1333
840_pa_10719,US-NY-NewYork,09-01-2010,2.654275,0.585033,39.000000,0.064274,0.928989,2.145503,694
840_pa_10719,US-NY-NewYork,09-01-2011,2.799475,0.577954,41.000000,0.646002,0.337673,2.442002,857
840_pa_10719,US-NY-NewYork,10-01-2010,2.165932,0.563284,41.000000,0.075189,0.917251,2.040304,500
840_pa_10719,US-NY-NewYork,11-01-2010,2.688927,0.584433,39.000000,0.076766,0.916131,2.271467,750
840_pa_10719,US-NY-NewYork,12-01-2010,4.822766,0.590670,39.000000,0.506036,0.478056,2.519850,1742
840_pa_10719,US-NY-NewYork-2,01-01-2010,,0.567131,45.000000,0.231343,0.759510,2.164251,
840_pa_10719,US-NY-NewYork-2,01-01-2011,2.720036,0.591520,40.000000,0.140075,0.850953,2.601981,1609
840_pa_10719,US-NY-NewYork-2,02-01-2010,2.739841,0.581031,38.000000,0.147262,0.846254,2.828947,1115
840_pa_10719,US-NY-NewYork-2,02-01-2011,2.705024,0.591901,40.000000,0.147272,0.844104,2.684435,1162
840_pa_10719,US-NY-NewYork-2,03-01-2010,2.739310,0.587499,38.000000,0.095927,0.896507,2.712115,2108
840_pa_10719,US-NY-NewYork-2,03-01-2011,2.696638,0.591492,41.000000,0.147397,0.841068,2.964516,1352
840_pa_10719,US-NY-NewYork-2,04-01-2010,2.711456,0.582799,38.000000,0.056742,0.937907,2.729061,1138
840_pa_10719,US-NY-NewYork-2,05-01-2010,2.723045,0.587300,37.000000,0.054452,0.940035,2.839145,1123
840_pa_10719,US-NY-NewYork-2,06-01-2010,2.727060,0.587359,36.000000,0.056438,0.938132,3.044933,1117
840_pa_10719,US-NY-NewYork-2,07-01-2010,2.716926,0.586359,37.000000,0.054823,0.939573,2.950666,969
840_pa_10719,US-NY-NewYork-2,07-01-2011,3.373266,0.597485,35.000000,0.101624,0.888508,3.009108,1180
840_pa_10719,US-NY-NewYork-2,08-01-2010,2.720908,0.598931,36.000000,0.106906,0.883496,2.426403,2128
840_pa_10719,US-NY-NewYork-2,08-01-2011,4.494418,0.605099,31.000000,0.137151,0.853010,3.161220,1570
840_pa_10719,US-NY-NewYork-2,09-01-2010,2.747493,0.596574,37.000000,0.148510,0.840780,2.445949,2173
840_pa_10719,US-NY-NewYork-2,09-01-2011,3.627954,0.603998,35.000000,0.109168,0.881372,3.264165,1201
840_pa_10719,US-NY-NewYork-2,10-01-2010,2.752218,0.595558,38.000000,0.104024,0.886693,2.451706,2086
840_pa_10719,US-NY-NewYork-2,11-01-2010,2.766839,0.595191,37.000000,0.098921,0.892865,2.535242,1692
840_pa_10719,US-NY-NewYork-2,12-01-2010,2.701390,0.591956,38.000000,0.090947,0.900820,2.445548,1420
840_pa_10719,US-WA-Seattle,02-01-2011,,0.588561,117.000000,0.364980,0.610940,3.110577,
840_pa_10719,US-WA-Seattle,08-01-2010,,0.572864,123.000000,0.236038,0.749712,2.345528,
840_pa_11349,US-GA-Atlanta,02-01-2011,,0.527910,50.000000,0.633252,0.359073,2.280899,
840_pa_11349,US-GA-Atlanta,08-01-2010,,0.472052,55.000000,0.777504,0.200738,2.827160,
840_pa_11349,US-GA-Atlanta,09-01-2010,,0.491480,,,,,
840_pa_11349,US-NY-NewYork,01-01-2011,,0.478772,50.000000,0.715745,0.268572,1.980676,
840_pa_11349,US-NY-NewYork,02-01-2010,,0.471331,51.500000,0.601164,0.389314,2.976667,
840_pa_11349,US-NY-NewYork,02-01-2011,,0.481919,,,,,
840_pa_11349,US-NY-NewYork,03-01-2010,2.582078,0.508700,51.000000,0.389528,0.604619,2.770732,229
840_pa_11349,US-NY-NewYork,04-01-2010,,0.499219,51.000000,0.263564,0.730921,2.649425,
840_pa_11349,US-NY-NewYork,05-01-2010,,0.506962,51.000000,0.333490,0.659126,2.652308,
840_pa_11349,US-NY-NewYork,06-01-2010,,0.482860,52.000000,0.374628,0.620403,2.640127,
840_pa_11349,US-NY-NewYork,07-01-2010,,0.472064,51.000000,0.111108,0.880292,2.487685,
840_pa_11349,US-NY-NewYork,08-01-2010,,0.501933,,,,,
840_pa_11349,US-NY-NewYork-2,02-01-2010,,0.431641,72.000000,0.570245,0.423796,2.785714,
840_pa_11349,US-NY-NewYork-2,03-01-2010,2.447210,0.493364,69.000000,0.357493,0.633356,2.868493,208
840_pa_11349,US-NY-NewYork-2,04-01-2010,,0.495442,70.000000,0.186641,0.806539,2.534091,
840_pa_11349,US-NY-NewYork-2,05-01-2010,,0.500417,56.000000,0.495150,0.500315,2.852632,
840_pa_11349,US-NY-NewYork-2,06-01-2010,,0.482601,60.000000,0.150090,0.826958,2.934363,
840_pa_11349,US-NY-NewYork-2,07-01-2010,,0.483597,61.000000,0.173889,0.815533,2.700000,
840_pa_11349,US-TX-Dallas,09-01-2010,,0.505496,62.500000,0.754824,0.240576,2.531532,
840_pa_11349,US-TX-Dallas,10-01-2010,,0.501950,,,,,
840_pa_11398,US-NY-NewYork,02-01-2010,,0.442846,,,,,
840_pa_11398,US-NY-NewYork,03-01-2010,,0.465652,49.000000,0.075902,0.915514,1.940141,
840_pa_11398,US-NY-NewYork,04-01-2010,,0.514265,47.000000,0.080150,0.910577,1.875887,
840_pa_11398,US-NY-NewYork,05-01-2010,,0.512015,50.000000,0.087391,0.902637,1.837963,
840_pa_11398,US-NY-NewYork,06-01-2010,,0.415046,,,,,
840_pa_11398,US-NY-NewYork-2,01-01-2011,,0.503629,,,,,
840_pa_11398,US-NY-NewYork-2,03-01-2010,,0.505269,49.000000,0.082882,0.906038,2.206751,
840_pa_11398,US-NY-NewYork-2,03-01-2011,,0.465791,,,,,
840_pa_11398,US-NY-NewYork-2,04-01-2010,,0.498129,,,,,
840_pa_11398,US-NY-NewYork-2,05-01-2010,,0.522777,43.500000,0.079958,0.909869,2.275862,
840_pa_11398,US-NY-NewYork-2,08-01-2010,,0.461108,48.000000,0.101426,0.894983,1.654709,
840_pa_11398,US-NY-NewYork-2,09-01-2010,,0.413738,,,,,
840_pa_11398,US-NY-NewYork-2,10-01-2010,,0.476136,48.500000,0.089076,0.900956,1.914692,
840_pa_11398,US-NY-NewYork-2,11-01-2010,,0.475328,,,,,
840_pa_11398,US-NY-NewYork-2,12-01-2010,,0.464917,48.000000,0.152955,0.843202,1.836449,
840_pa_11776,US-NY-NewYork,02-01-2010,,0.408593,31.000000,0.820657,0.170070,2.562753,
840_pa_11776,US-NY-NewYork,03-01-2010,4.037672,0.409080,31.000000,0.814558,0.168776,2.243421,208
840_pa_11776,US-NY-NewYork,04-01-2010,,0.410398,31.000000,0.828009,0.167475,2.715596,
840_pa_11776,US-NY-NewYork,05-01-2010,,0.411292,30.000000,0.823259,0.163473,2.638655,
840_pa_11776,US-NY-NewYork,06-01-2010,,0.410437,31.000000,0.825748,0.160175,2.304167,
840_pa_11776,US-NY-NewYork-2,03-01-2010,,0.408675,31.000000,0.853545,0.140595,2.492958,
840_pa_11776,US-NY-NewYork-2,04-01-2010,,0.409396,32.000000,0.792366,0.184506,2.589286,
840_pa_11776,US-NY-NewYork-2,05-01-2010,,0.411693,31.000000,0.822620,0.168699,2.610092,
840_pa_11776,US-NY-NewYork-2,06-01-2010,,0.410691,30.000000,0.832920,0.157131,2.737089,
840_pa_11776,US-NY-NewYork-2,08-01-2010,,0.404449,31.000000,0.863343,0.124602,2.186441,
840_pa_11776,US-NY-NewYork-2,09-01-2010,,0.402085,28.000000,0.912078,0.077845,2.582329,
840_pa_11776,US-NY-NewYork-2,10-01-2010,,0.402200,28.000000,0.855037,0.136171,2.046154,
840_pa_11776,US-NY-NewYork-2,11-01-2010,,0.402363,28.000000,0.820154,0.157138,2.100000,
840_pa_13367,FR-Paris,01-01-2011,3.648507,2.298605,104.000000,0.740286,0.255193,2.456098,244
840_pa_13367,FR-Paris,02-01-2011,,2.491812,103.000000,0.569895,0.421310,2.712903,
840_pa_13367,FR-Paris,03-01-2011,,2.688485,102.000000,0.448867,0.547038,2.917808,
840_pa_13367,FR-Paris,12-01-2010,1.280153,2.362930,106.000000,0.953549,0.037936,2.602339,259
840_pa_13367,NL-Amsterdam,12-01-2010,,2.454696,105.000000,0.355334,0.638828,2.988732,
840_pa_13367,NL-Amsterdam-2,07-01-2011,1.004399,3.258335,98.000000,0.986765,0.000000,3.200000,203
840_pa_13367,US-CA-MountainView,01-01-2011,2.551751,2.510459,93.000000,0.908356,0.080171,2.960653,714
840_pa_13367,US-CA-MountainView,02-01-2011,4.122346,2.566301,92.000000,0.740062,0.249572,3.125731,404
840_pa_13367,US-CA-MountainView,03-01-2011,5.267305,3.179501,93.000000,0.629857,0.361222,3.328413,457
840_pa_13367,US-CA-MountainView,08-01-2011,,3.298881,91.000000,0.388646,0.593640,3.507042,
840_pa_13367,US-CA-MountainView,09-01-2011,,3.316480,92.000000,0.520783,0.462739,3.666667,
840_pa_13367,US-CA-MountainView,12-01-2010,3.261896,2.520198,95.000000,0.791288,0.204261,2.975575,428
840_pa_13367,US-FL-Miami,07-01-2011,11.429362,3.379364,48.000000,0.374459,0.621862,3.382562,580
840_pa_13367,US-FL-Miami,08-01-2011,11.503770,3.357115,47.000000,0.499155,0.495381,3.558631,749
840_pa_13367,US-FL-Miami,09-01-2011,11.169163,3.384515,47.000000,0.325699,0.667389,3.540514,489
840_pa_13367,US-GA-Atlanta,02-01-2011,,2.528532,41.000000,0.355653,0.638467,2.931034,
840_pa_13367,US-GA-Atlanta,07-01-2011,,3.151009,35.000000,0.232161,0.760597,3.117073,
840_pa_13367,US-IL-Chicago,03-01-2010,,2.087621,,,,,
840_pa_13367,US-NY-NewYork,01-01-2010,,2.852748,19.000000,0.099364,0.896888,2.681250,
840_pa_13367,US-NY-NewYork,01-01-2011,7.758353,2.489315,23.000000,0.965512,0.026995,2.378682,2682
840_pa_13367,US-NY-NewYork,02-01-2010,10.156546,2.528207,19.000000,0.119079,0.876889,2.898905,2305
840_pa_13367,US-NY-NewYork,02-01-2011,6.736116,2.521271,26.000000,0.964633,0.024362,2.328329,1938
840_pa_13367,US-NY-NewYork,03-01-2010,10.308878,2.530355,19.000000,0.103904,0.891762,2.871567,2971
840_pa_13367,US-NY-NewYork,03-01-2011,7.185175,3.003686,22.000000,0.973347,0.015660,2.286633,1348
840_pa_13367,US-NY-NewYork,04-01-2010,10.230512,2.531671,19.000000,0.105294,0.890894,2.851794,2322
840_pa_13367,US-NY-NewYork,05-01-2010,11.318976,2.533693,19.000000,0.105680,0.890247,2.854716,2418
840_pa_13367,US-NY-NewYork,06-01-2010,11.036280,2.532805,19.000000,0.107472,0.888266,2.925013,2344
840_pa_13367,US-NY-NewYork,07-01-2010,10.616587,2.531498,19.000000,0.109305,0.885984,2.872326,1788
840_pa_13367,US-NY-NewYork,07-01-2011,6.017162,3.202552,21.000000,0.981383,0.008092,2.372218,1270
840_pa_13367,US-NY-NewYork,08-01-2010,10.862148,2.635726,19.000000,0.133227,0.862590,2.227256,1226
840_pa_13367,US-NY-NewYork,08-01-2011,6.198918,3.203013,22.000000,0.982019,0.007830,2.494432,1762
840_pa_13367,US-NY-NewYork,09-01-2010,10.708656,2.610394,20.000000,0.133126,0.863299,1.999233,1151
840_pa_13367,US-NY-NewYork,09-01-2011,7.235610,3.239049,22.000000,0.955797,0.035105,2.536599,1333
840_pa_13367,US-NY-NewYork,10-01-2010,10.228720,2.532280,24.000000,0.107776,0.888371,1.953431,646
840_pa_13367,US-NY-NewYork,11-01-2010,10.583355,2.573418,24.000000,0.140074,0.853276,2.087876,1125
840_pa_13367,US-NY-NewYork,12-01-2010,9.524704,2.566768,23.000000,0.933434,0.057885,2.427897,2649
840_pa_13367,US-NY-NewYork-2,01-01-2010,9.170732,2.754781,19.000000,0.479240,0.516981,2.727848,214
840_pa_13367,US-NY-NewYork-2,01-01-2011,9.963532,2.569309,24.000000,0.359423,0.634951,2.703534,2200
840_pa_13367,US-NY-NewYork-2,02-01-2010,9.576847,2.452332,20.000000,0.213417,0.783186,2.929370,1722
840_pa_13367,US-NY-NewYork-2,02-01-2011,10.574035,2.609033,26.000000,0.243196,0.750190,2.659826,1450
840_pa_13367,US-NY-NewYork-2,03-01-2010,11.127849,2.533204,20.000000,0.114678,0.880762,2.805819,2780
840_pa_13367,US-NY-NewYork-2,03-01-2011,10.947512,3.114787,26.000000,0.233867,0.757479,2.824473,1646
840_pa_13367,US-NY-NewYork-2,04-01-2010,10.668276,2.493242,20.000000,0.106628,0.889048,2.844921,1932
840_pa_13367,US-NY-NewYork-2,05-01-2010,11.308009,2.569193,20.000000,0.117111,0.878972,3.027451,2138
840_pa_13367,US-NY-NewYork-2,06-01-2010,9.474780,2.532890,20.000000,0.168286,0.828148,2.993458,2185
840_pa_13367,US-NY-NewYork-2,07-01-2010,10.558366,2.530655,20.000000,0.113200,0.882598,2.895021,1789
840_pa_13367,US-NY-NewYork-2,07-01-2011,11.453773,3.277736,26.000000,0.179997,0.813147,2.887915,1229
840_pa_13367,US-NY-NewYork-2,08-01-2010,10.899464,2.814180,20.000000,0.187153,0.809326,2.351053,3663
840_pa_13367,US-NY-NewYork-2,08-01-2011,11.420799,3.287405,24.000000,0.159694,0.833284,2.935386,1274
840_pa_13367,US-NY-NewYork-2,09-01-2010,10.323960,2.803974,21.000000,0.200592,0.794977,2.389470,3695
840_pa_13367,US-NY-NewYork-2,09-01-2011,11.573114,3.287747,24.000000,0.174396,0.819744,3.010339,1256
840_pa_13367,US-NY-NewYork-2,10-01-2010,10.294597,2.808432,22.000000,0.185728,0.810131,2.446029,3630
840_pa_13367,US-NY-NewYork-2,11-01-2010,10.361468,2.683200,22.000000,0.188755,0.806800,2.432677,3029
840_pa_13367,US-NY-NewYork-2,12-01-2010,10.610197,2.595408,24.000000,0.196290,0.798301,2.513916,1992
840_pa_13367,US-WA-Seattle,02-01-2011,,2.448279,93.000000,0.612270,0.382385,2.833887,
840_pa_13367,US-WA-Seattle,08-01-2010,,2.547252,105.000000,0.423343,0.549270,2.277202,
840_pa_16586,US-CA-MountainView,01-01-2011,1.428105,0.508579,133.000000,0.912478,0.059485,3.466899,247
840_pa_16586,US-CA-MountainView,02-01-2011,,0.479529,,,,,
840_pa_16586,US-CA-MountainView,03-01-2011,,0.524797,134.000000,0.904936,0.072967,3.362745,
840_pa_16586,US-CA-MountainView,08-01-2010,,0.534716,131.000000,0.771748,0.211923,2.507576,
840_pa_16586,US-CA-MountainView,09-01-2010,1.513703,0.490167,131.000000,0.889749,0.089486,3.054608,233
840_pa_16586,US-CA-MountainView,10-01-2010,1.528215,0.510517,135.000000,0.907165,0.068886,2.916058,220
840_pa_16586,US-CA-MountainView,11-01-2010,,0.488562,134.000000,0.897680,0.082315,2.995595,
840_pa_16586,US-CA-MountainView,12-01-2010,1.253770,0.512475,134.000000,0.919470,0.065179,3.056452,210
840_pa_16586,US-NY-NewYork,03-01-2010,,0.334808,,,,,
840_pa_16586,US-NY-NewYork,05-01-2010,,0.348895,,,,,
840_pa_16586,US-NY-NewYork-2,08-01-2011,,0.650272,,,,,
840_pa_16586,US-NY-NewYork-2,09-01-2011,,0.629168,,,,,
840_pa_26127,US-NY-NewYork,02-01-2010,,0.264492,,,,,
840_pa_26127,US-NY-NewYork,03-01-2010,,0.268201,,,,,
840_pa_26127,US-NY-NewYork,04-01-2010,,0.269055,,,,,
840_pa_26127,US-NY-NewYork,05-01-2010,,0.267668,,,,,
840_pa_26127,US-NY-NewYork,06-01-2010,,0.268124,,,,,
840_pa_26127,US-NY-NewYork-2,03-01-2010,,0.267265,,,,,
840_pa_26127,US-NY-NewYork-2,04-01-2010,,0.267348,,,,,
840_pa_26127,US-NY-NewYork-2,05-01-2010,,0.264044,,,,,
840_pa_26127,US-NY-NewYork-2,08-01-2010,,0.260369,67.000000,0.928327,0.037440,2.004444,
840_pa_26127,US-NY-NewYork-2,09-01-2010,,0.260060,66.000000,0.926636,0.048678,2.129808,
840_pa_26127,US-NY-NewYork-2,10-01-2010,,0.261166,,,,,
840_pa_26127,US-NY-NewYork-2,11-01-2010,,0.259854,,,,,
840_pa_27364,US-NY-NewYork,02-01-2010,,0.405835,32.000000,0.543235,0.453175,2.933054,
840_pa_27364,US-NY-NewYork,03-01-2010,3.847065,0.405866,40.000000,0.519925,0.464939,2.827869,229
840_pa_27364,US-NY-NewYork,04-01-2010,,0.402460,44.000000,0.137642,0.857191,2.600733,
840_pa_27364,US-NY-NewYork,05-01-2010,,0.410361,40.000000,0.148040,0.847475,3.036254,
840_pa_27364,US-NY-NewYork,06-01-2010,,0.411504,40.000000,0.210736,0.780865,2.920792,
840_pa_27364,US-NY-NewYork,07-01-2010,,0.965241,35.000000,0.201155,0.788248,2.455357,
840_pa_27364,US-NY-NewYork-2,01-01-2011,3.464918,1.715344,31.000000,0.786646,0.208889,2.773885,208
840_pa_27364,US-NY-NewYork-2,02-01-2010,,0.409335,36.000000,0.275216,0.721881,3.218447,
840_pa_27364,US-NY-NewYork-2,02-01-2011,,1.745989,28.000000,0.430209,0.560768,2.767442,
840_pa_27364,US-NY-NewYork-2,03-01-2010,4.279724,0.411197,36.000000,0.297365,0.699567,2.526582,212
840_pa_27364,US-NY-NewYork-2,03-01-2011,,1.852043,28.000000,0.506828,0.482663,2.711610,
840_pa_27364,US-NY-NewYork-2,04-01-2010,,0.409289,36.000000,0.165733,0.830306,3.211896,
840_pa_27364,US-NY-NewYork-2,05-01-2010,,0.410624,36.000000,0.130187,0.864112,2.702811,
840_pa_27364,US-NY-NewYork-2,06-01-2010,,0.412979,36.000000,0.161528,0.832753,2.767717,
840_pa_27364,US-NY-NewYork-2,07-01-2010,,0.965518,36.000000,0.156823,0.839090,2.996063,
840_pa_27364,US-NY-NewYork-2,08-01-2010,,0.859802,36.000000,0.211524,0.783327,2.155263,
840_pa_27364,US-NY-NewYork-2,08-01-2011,,1.944897,28.000000,0.147394,0.846199,2.876652,
840_pa_27364,US-NY-NewYork-2,09-01-2010,,0.803381,28.000000,0.232637,0.763631,2.670103,
840_pa_27364,US-NY-NewYork-2,10-01-2010,4.402283,0.791486,28.000000,0.366220,0.630734,2.732044,200
840_pa_27364,US-NY-NewYork-2,11-01-2010,4.445281,0.947189,28.000000,0.552804,0.440357,2.217514,208
840_pa_27364,US-NY-NewYork-2,12-01-2010,,1.237131,28.000000,0.584093,0.407036,2.488525,
840_pa_3564,US-NY-NewYork,01-01-2011,,0.602548,19.000000,0.917388,0.073424,1.837719,
840_pa_3564,US-NY-NewYork,02-01-2010,4.615171,0.587015,19.000000,0.730187,0.265480,2.945092,379
840_pa_3564,US-NY-NewYork,02-01-2011,,0.637581,,,,,
840_pa_3564,US-NY-NewYork,03-01-2010,4.686312,0.563232,18.000000,0.659879,0.336798,2.710180,555
840_pa_3564,US-NY-NewYork,04-01-2010,4.682741,0.630538,18.000000,0.626418,0.368786,2.736048,412
840_pa_3564,US-NY-NewYork,05-01-2010,4.734256,0.606658,18.000000,0.471805,0.523391,2.681754,428
840_pa_3564,US-NY-NewYork,06-01-2010,4.705813,0.548827,20.000000,0.660333,0.335928,2.726631,357
840_pa_3564,US-NY-NewYork,07-01-2010,4.677163,0.603242,20.000000,0.797464,0.192003,2.927660,317
840_pa_3564,US-NY-NewYork,07-01-2011,,0.640229,,,,,
840_pa_3564,US-NY-NewYork,08-01-2010,,0.614001,17.000000,0.342276,0.654075,2.017544,
840_pa_3564,US-NY-NewYork,08-01-2011,,0.627272,,,,,
840_pa_3564,US-NY-NewYork,09-01-2010,,0.635235,18.000000,0.595054,0.400876,2.192157,
840_pa_3564,US-NY-NewYork,09-01-2011,,0.639475,,,,,
840_pa_3564,US-NY-NewYork,10-01-2010,,0.637474,,,,,
840_pa_3564,US-NY-NewYork,11-01-2010,,0.629187,18.000000,0.383554,0.612645,2.093385,
840_pa_3564,US-NY-NewYork,12-01-2010,4.478772,0.435643,19.000000,0.914599,0.074781,2.202128,230
840_pa_3564,US-NY-NewYork-2,01-01-2011,3.820685,0.599588,28.000000,0.915796,0.077123,2.681583,418
840_pa_3564,US-NY-NewYork-2,02-01-2010,4.626658,0.563156,23.000000,0.849445,0.136052,2.878481,280
840_pa_3564,US-NY-NewYork-2,02-01-2011,4.508673,0.584968,28.000000,0.857369,0.122387,2.711443,254
840_pa_3564,US-NY-NewYork-2,03-01-2010,4.634765,0.574520,22.000000,0.774766,0.221800,2.710227,596
840_pa_3564,US-NY-NewYork-2,03-01-2011,4.112031,0.600412,29.000000,0.849257,0.129624,2.779167,316
840_pa_3564,US-NY-NewYork-2,04-01-2010,4.717649,0.592529,23.000000,0.825667,0.165028,2.863636,384
840_pa_3564,US-NY-NewYork-2,05-01-2010,4.665364,0.591035,23.000000,0.635629,0.360073,2.663043,405
840_pa_3564,US-NY-NewYork-2,06-01-2010,4.626842,0.599188,24.000000,0.768329,0.223540,2.998028,319
840_pa_3564,US-NY-NewYork-2,07-01-2010,4.416629,0.579005,24.000000,0.596000,0.399292,2.655391,282
840_pa_3564,US-NY-NewYork-2,07-01-2011,4.569842,0.612313,26.000000,0.826934,0.166498,2.987952,268
840_pa_3564,US-NY-NewYork-2,08-01-2010,4.370834,0.604155,25.000000,0.800292,0.185890,2.236478,516
840_pa_3564,US-NY-NewYork-2,08-01-2011,4.617325,0.621083,26.000000,0.863249,0.118667,3.134021,311
840_pa_3564,US-NY-NewYork-2,09-01-2010,4.528630,0.597699,25.000000,0.807551,0.180800,2.479250,467
840_pa_3564,US-NY-NewYork-2,09-01-2011,4.632554,0.630602,30.000000,0.878342,0.107703,3.211982,280
840_pa_3564,US-NY-NewYork-2,10-01-2010,4.541566,0.602373,25.000000,0.579632,0.415145,2.442133,469
840_pa_3564,US-NY-NewYork-2,11-01-2010,4.466772,0.550663,26.000000,0.758423,0.224297,2.440422,411
840_pa_3564,US-NY-NewYork-2,12-01-2010,4.176802,0.577477,26.000000,0.676520,0.318753,2.490368,350
840_ri_10719,US-NY-NewYork,01-01-2011,13.099197,4.441683,19.000000,0.927297,0.065487,3.428571,367
840_ri_10719,US-NY-NewYork,02-01-2010,,3.220117,20.000000,0.031667,0.964472,3.199454,
840_ri_10719,US-NY-NewYork,02-01-2011,12.366690,4.837293,20.000000,0.946360,0.046781,3.180328,221
840_ri_10719,US-NY-NewYork,03-01-2010,,3.478129,20.000000,0.039823,0.954769,3.426854,
840_ri_10719,US-NY-NewYork,03-01-2011,,4.320730,20.000000,0.939237,0.048582,3.149321,
840_ri_10719,US-NY-NewYork,04-01-2010,,3.218380,20.000000,0.030838,0.964191,3.041131,
840_ri_10719,US-NY-NewYork,05-01-2010,,3.393016,21.000000,0.039354,0.956474,3.083551,
840_ri_10719,US-NY-NewYork,06-01-2010,,3.173492,21.000000,0.038039,0.957011,3.414861,
840_ri_10719,US-NY-NewYork,07-01-2010,,3.535947,20.000000,0.032077,0.963256,3.337931,
840_ri_10719,US-NY-NewYork,07-01-2011,,4.756981,20.000000,0.961786,0.024746,2.680000,
840_ri_10719,US-NY-NewYork,08-01-2010,10.451805,4.360922,20.000000,0.050354,0.944422,2.389432,200
840_ri_10719,US-NY-NewYork,08-01-2011,10.068783,4.748659,19.000000,0.969049,0.020159,3.280000,282
840_ri_10719,US-NY-NewYork,09-01-2010,12.795172,4.320801,20.000000,0.046961,0.948321,2.746212,205
840_ri_10719,US-NY-NewYork,09-01-2011,,4.558308,19.000000,0.715727,0.278985,3.563559,
840_ri_10719,US-NY-NewYork,10-01-2010,,4.356374,20.000000,0.046340,0.948015,2.648148,
840_ri_10719,US-NY-NewYork,11-01-2010,,4.379528,20.000000,0.041179,0.953957,2.828784,
840_ri_10719,US-NY-NewYork,12-01-2010,13.948159,5.083336,20.000000,0.772499,0.220008,3.136951,297
840_ri_10719,US-NY-NewYork-2,02-01-2010,,3.316070,17.000000,0.162665,0.827674,3.099502,
840_ri_10719,US-NY-NewYork-2,03-01-2010,,3.575878,16.000000,0.055626,0.940720,3.466184,
840_ri_10719,US-NY-NewYork-2,04-01-2010,,3.614167,12.000000,0.024663,0.971994,3.180645,
840_ri_10719,US-NY-NewYork-2,05-01-2010,,3.655000,15.000000,0.027330,0.969112,3.633898,
