region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
804_48_6849,08-01-2010,0.950471,0.493564,129.000000,0.160432,0.828182,0.685250,375
804_48_6849,08-01-2011,1.619969,0.522867,129.000000,0.722928,0.269088,0.724508,355
804_48_6849,09-01-2010,1.332864,0.490039,123.000000,0.189109,0.795217,0.656350,434
804_48_6849,09-01-2011,1.827571,0.523699,126.000000,0.797351,0.185073,1.080709,338
804_48_6849,10-01-2010,1.756731,0.516597,125.000000,0.201117,0.789566,0.518445,477
804_48_6849,11-01-2010,1.612858,0.484118,130.000000,0.256128,0.728509,0.554957,462
804_48_6849,12-01-2010,1.011733,0.471770,141.000000,0.616869,0.359214,0.577778,588
804_51_12421,04-01-2010,,2.127464,,,,,
804_51_15595,01-01-2011,,2.048771,98.000000,0.775930,0.220384,1.079167,
804_51_15595,02-01-2010,,1.432577,,,,,
804_51_15595,02-01-2011,,2.975329,94.000000,0.899626,0.082701,1.947368,
804_51_15595,03-01-2010,2.276545,1.687243,92.000000,0.851949,0.144438,1.361022,204
804_51_15595,04-01-2010,3.671133,1.848753,86.000000,0.910819,0.073017,1.620123,350
804_51_15595,05-01-2010,1.278793,1.847923,90.000000,0.949507,0.041578,1.395299,363
804_51_15595,06-01-2010,3.317533,2.130083,89.000000,0.897465,0.093480,1.884393,241
804_51_15595,07-01-2010,,2.131627,88.000000,0.791390,0.195792,1.447761,
804_51_15595,08-01-2010,,2.129813,,,,,
804_51_15595,09-01-2010,2.177724,2.250770,97.000000,0.923631,0.059138,2.083893,237
804_51_15595,10-01-2010,4.086113,2.334031,83.500000,0.936760,0.050825,1.702341,233
804_51_15595,11-01-2010,,1.688932,81.500000,0.863306,0.132221,1.554264,
804_51_15595,12-01-2010,,2.009966,96.000000,0.284374,0.712383,1.172840,
804_51_22349,01-01-2010,,0.580993,,,,,
804_51_22349,01-01-2011,1.837474,0.607369,117.000000,0.658476,0.334813,1.048742,419
804_51_22349,02-01-2010,1.288631,0.449037,96.000000,0.862377,0.128830,1.232628,215
804_51_22349,02-01-2011,1.817377,0.602173,110.500000,0.522426,0.469252,0.906690,358
804_51_22349,03-01-2010,1.290615,0.431596,95.000000,0.903092,0.088278,1.098726,448
804_51_22349,03-01-2011,1.585064,0.562681,106.000000,0.650134,0.336560,0.954160,402
804_51_22349,04-01-2010,0.961828,0.499867,97.000000,0.948693,0.033131,1.072928,694
804_51_22349,05-01-2010,1.019286,0.451468,99.000000,0.952373,0.035231,1.364103,599
804_51_22349,06-01-2010,1.496694,0.481617,99.000000,0.735912,0.253667,1.288251,484
804_51_22349,07-01-2010,1.490781,0.515228,99.000000,0.873749,0.115649,1.160420,502
804_51_22349,07-01-2011,1.803256,0.610499,99.000000,0.293799,0.693674,0.604651,286
804_51_22349,08-01-2010,1.502757,0.522791,101.000000,0.859416,0.133716,0.834951,397
804_51_22349,08-01-2011,1.803641,0.603785,103.000000,0.559345,0.391831,1.199525,278
804_51_22349,09-01-2010,1.557502,0.603036,106.500000,0.844705,0.135895,0.749135,433
804_51_22349,09-01-2011,1.915138,0.656572,104.000000,0.565739,0.431099,1.603399,228
804_51_22349,10-01-2010,1.524386,0.639054,103.000000,0.809256,0.176948,0.940375,421
804_51_22349,11-01-2010,1.897884,0.683642,98.000000,0.670800,0.323587,1.031405,418
804_51_22349,12-01-2010,1.565325,0.636776,112.000000,0.315651,0.676141,0.613946,338
804_51_34065,01-01-2011,3.074868,1.888402,92.000000,0.694177,0.298060,1.306818,225
804_51_34065,02-01-2011,3.088356,2.167180,83.000000,0.732052,0.262475,1.250980,222
804_51_34065,03-01-2010,3.091262,1.247046,90.000000,0.648106,0.345358,1.391667,203
804_51_34065,03-01-2011,3.286980,2.329708,83.000000,0.800476,0.195281,1.484252,229
804_51_34065,04-01-2010,2.831208,1.404865,85.000000,0.768361,0.219812,1.369863,271
804_51_34065,05-01-2010,3.211715,1.448156,90.000000,0.709698,0.282324,1.691030,281
804_51_34065,06-01-2010,3.441843,1.407480,88.000000,0.572171,0.422071,1.439759,297
804_51_34065,07-01-2010,3.481918,1.407728,86.000000,0.723287,0.270782,1.944251,272
804_51_34065,07-01-2011,,2.330549,78.000000,0.695518,0.295962,1.621359,
804_51_34065,08-01-2010,3.471256,1.487937,83.000000,0.656125,0.339385,1.127119,217
804_51_34065,08-01-2011,,2.412278,77.000000,0.177442,0.813012,2.289753,
804_51_34065,09-01-2010,3.036758,1.588226,93.000000,0.818963,0.178103,1.080386,286
804_51_34065,10-01-2010,1.927954,1.931371,82.000000,0.938755,0.053565,1.281481,259
804_51_34065,11-01-2010,1.953927,1.970378,79.000000,0.952366,0.039406,1.619672,298
804_51_34065,12-01-2010,1.895788,2.133445,94.000000,0.915650,0.075446,1.368590,281
804_51_34187,01-01-2011,1.877539,0.805207,105.000000,0.941787,0.047690,0.802128,416
804_51_34187,02-01-2010,,0.510307,92.000000,0.957123,0.027675,0.922705,
804_51_34187,02-01-2011,1.407946,0.964722,93.000000,0.966851,0.024805,0.770601,396
804_51_34187,03-01-2010,1.057034,0.844360,89.000000,0.942507,0.043678,1.002907,311
804_51_34187,03-01-2011,1.622073,1.193063,87.000000,0.971163,0.018512,0.870763,428
804_51_34187,04-01-2010,1.043981,0.925090,99.000000,0.934410,0.056300,1.477842,455
804_51_34187,05-01-2010,1.112009,0.766456,121.000000,0.931069,0.055829,1.001880,450
804_51_34187,06-01-2010,1.161609,0.759637,114.500000,0.928096,0.061752,1.501160,358
804_51_34187,07-01-2010,1.643789,1.017281,105.000000,0.905577,0.085627,1.228774,318
804_51_34187,07-01-2011,3.435619,1.971426,86.000000,0.926165,0.070085,1.391691,287
804_51_34187,08-01-2010,1.156063,0.632378,98.000000,0.944317,0.046922,1.097315,252
804_51_34187,08-01-2011,3.199189,1.609907,92.000000,0.940693,0.051396,1.345763,257
804_51_34187,09-01-2010,1.156739,0.924788,102.000000,0.939497,0.049531,1.172161,232
804_51_34187,09-01-2011,2.154501,2.012552,88.000000,0.966989,0.018221,1.638298,297
804_51_34187,10-01-2010,1.394610,0.942248,97.000000,0.912057,0.070684,1.197970,318
804_51_34187,11-01-2010,1.652954,0.804488,97.000000,0.930160,0.062786,1.306329,328
804_51_34187,12-01-2010,1.158712,0.934628,106.000000,0.946124,0.040237,0.940639,376
804_51_34661,01-01-2011,3.200961,1.568747,100.000000,0.195347,0.801451,0.634218,547
804_51_34661,02-01-2010,1.844034,0.978204,59.000000,0.857828,0.128346,1.152482,202
804_51_34661,02-01-2011,3.725781,1.607105,95.000000,0.562761,0.432819,1.118687,483
804_51_34661,03-01-2010,2.739731,1.125143,174.500000,0.495060,0.494098,0.990196,342
804_51_34661,03-01-2011,3.637560,1.608958,90.000000,0.612516,0.379954,0.823293,469
804_51_34661,04-01-2010,3.123660,1.608100,97.000000,0.316831,0.679810,0.855385,696
804_51_34661,05-01-2010,2.732389,1.568072,103.000000,0.615272,0.379901,1.201646,867
804_51_34661,06-01-2010,3.088700,1.568065,112.000000,0.270108,0.724847,1.284704,602
804_51_34661,07-01-2010,3.149696,1.607870,95.000000,0.535429,0.457388,1.201975,615
804_51_34661,07-01-2011,3.878096,1.688857,82.000000,0.849777,0.141335,1.434708,407
804_51_34661,08-01-2010,3.576800,1.647447,84.000000,0.769280,0.225473,1.230384,362
804_51_34661,08-01-2011,2.911536,1.689210,85.000000,0.928482,0.061929,1.676420,476
804_51_34661,09-01-2010,2.451970,1.567418,103.000000,0.661906,0.331354,0.918814,472
804_51_34661,09-01-2011,3.879244,1.728516,82.000000,0.902256,0.091361,1.549085,430
804_51_34661,10-01-2010,3.080542,1.568207,109.000000,0.766976,0.223068,1.093706,446
804_51_34661,11-01-2010,3.561812,1.608863,93.000000,0.136499,0.855821,0.767108,457
804_51_34661,12-01-2010,3.586978,1.607070,102.000000,0.232337,0.756893,0.704523,531
804_51_39065,01-01-2011,,1.930991,102.000000,0.135083,0.859688,1.200000,
804_51_39065,03-01-2010,,1.206759,,,,,
804_51_39065,04-01-2010,,0.960747,118.000000,0.102462,0.886946,1.067857,
804_51_39065,05-01-2010,,1.003999,123.000000,0.107489,0.883527,1.496241,
804_51_39065,06-01-2010,,0.965564,119.000000,0.091191,0.899319,1.354978,
804_51_39065,07-01-2010,,1.246491,,,,,
804_51_43103,04-01-2010,,0.823735,113.000000,0.901702,0.081471,1.600000,
804_51_6849,01-01-2011,1.214114,0.448186,136.000000,0.581392,0.400823,0.618294,643
804_51_6849,02-01-2010,0.847598,0.338115,120.000000,0.167983,0.823141,0.857788,202
804_51_6849,02-01-2011,1.255328,0.450178,138.000000,0.649856,0.338787,0.572495,544
804_51_6849,03-01-2010,0.876358,0.329402,128.000000,0.262083,0.728235,0.666259,428
804_51_6849,03-01-2011,1.590430,0.479133,137.000000,0.228917,0.750080,0.779245,525
804_51_6849,04-01-2010,0.863916,0.359212,129.000000,0.305457,0.685972,0.665538,800
804_51_6849,05-01-2010,0.877571,0.339642,130.000000,0.297552,0.683881,0.902462,563
804_51_6849,06-01-2010,0.815966,0.386032,134.000000,0.251132,0.736001,0.740000,573
804_51_6849,07-01-2010,0.889106,0.447116,137.000000,0.181769,0.806853,0.706897,658
804_51_6849,07-01-2011,1.718829,0.519616,129.000000,0.763055,0.219486,1.219331,359
804_51_6849,08-01-2010,0.919314,0.423128,133.000000,0.570348,0.414977,0.465060,494
804_51_6849,08-01-2011,1.692317,0.487594,132.000000,0.791257,0.190604,1.202875,422
804_51_6849,09-01-2010,0.979828,0.478892,133.000000,0.291587,0.688659,0.726264,424
804_51_6849,09-01-2011,1.761819,0.484787,130.000000,0.705027,0.285014,0.925000,329
804_51_6849,10-01-2010,1.151899,0.482700,134.000000,0.623156,0.366638,0.827887,543
804_51_6849,11-01-2010,1.503050,0.473435,135.500000,0.174764,0.813761,0.726437,386
804_51_6849,12-01-2010,1.091496,0.441786,141.000000,0.249674,0.738010,0.895833,505
804_51_6876,01-01-2010,,1.288230,53.000000,0.191961,0.796318,1.473430,
804_51_6876,01-01-2011,2.437997,1.085707,182.000000,0.217195,0.766699,1.367865,885
804_51_6876,02-01-2010,1.451614,1.186352,63.500000,0.358388,0.618160,1.728155,396
804_51_6876,02-01-2011,3.925200,1.928929,91.000000,0.123965,0.870547,1.331812,750
804_51_6876,03-01-2010,1.385009,1.205293,77.000000,0.229423,0.764524,1.483871,904
804_51_6876,03-01-2011,4.211038,2.129631,85.000000,0.115638,0.879373,1.547649,752
804_51_6876,04-01-2010,1.386633,1.406866,71.000000,0.238653,0.749324,1.466989,1561
804_51_6876,05-01-2010,1.082444,1.366348,82.000000,0.387742,0.604819,1.480439,1637
804_51_6876,06-01-2010,1.549393,1.483180,94.000000,0.370705,0.622310,1.542279,1446
804_51_6876,07-01-2010,1.259283,1.407183,79.000000,0.300565,0.685858,1.428049,1240
804_51_6876,07-01-2011,4.704414,2.292232,83.000000,0.108588,0.886949,1.564763,540
804_51_6876,08-01-2010,1.056136,1.486678,76.000000,0.288658,0.705559,1.271446,873
804_51_6876,08-01-2011,4.360134,2.290086,87.000000,0.155641,0.838464,1.592788,557
804_51_6876,09-01-2010,1.040968,1.406697,99.000000,0.766989,0.226073,0.918269,1028
804_51_6876,09-01-2011,4.518435,2.252479,86.000000,0.283262,0.696903,1.776867,607
804_51_6876,10-01-2010,1.848597,1.407377,89.000000,0.656158,0.333179,0.902913,1188
804_51_6876,11-01-2010,1.900698,1.166023,103.000000,0.300657,0.686816,1.060663,859
804_51_6876,12-01-2010,2.246901,1.570698,105.000000,0.295796,0.699310,1.203100,1003
804_51_8359,04-01-2010,,1.125699,156.000000,0.912094,0.080426,1.527675,
804_51_8359,05-01-2010,,1.145510,158.000000,0.919561,0.063297,1.622010,
804_51_8359,06-01-2010,,1.285800,153.000000,0.832420,0.138602,1.642512,
804_51_8359,07-01-2010,,1.206520,,,,,
804_51_8359,12-01-2010,,2.170166,,,,,
804_53_12421,01-01-2011,1.028069,1.808402,106.000000,0.954626,0.033584,0.828205,296
804_53_12421,02-01-2011,1.947949,1.848543,101.000000,0.907448,0.082937,0.180685,203
804_53_12421,03-01-2011,2.124158,1.848705,96.000000,0.942830,0.042118,0.965190,242
804_53_12421,06-01-2010,,1.847659,90.000000,0.933387,0.048657,1.292683,
804_53_12421,07-01-2010,1.665435,2.110224,91.000000,0.954420,0.033213,1.404412,417
804_53_12421,07-01-2011,,2.610461,89.000000,0.938336,0.045416,0.677273,
804_53_12421,12-01-2010,2.758713,1.849792,102.000000,0.951678,0.034017,1.706840,208
804_53_13188,01-01-2011,,1.247058,177.000000,0.202357,0.786034,1.449541,
804_53_13188,02-01-2011,,2.089117,93.000000,0.140630,0.853041,1.258373,
804_53_13188,05-01-2010,,1.045267,180.000000,0.168327,0.825153,1.370833,
804_53_13188,06-01-2010,,1.102443,175.000000,0.177229,0.807379,1.141264,
804_53_13188,07-01-2010,,1.487474,178.000000,0.167236,0.824758,1.397380,
804_53_13188,12-01-2010,,1.849314,131.000000,0.168301,0.826540,1.358407,
804_53_21310,01-01-2011,,2.010638,99.000000,0.623824,0.368750,1.288136,
804_53_21310,02-01-2010,,1.648183,,,,,
804_53_21310,02-01-2011,,2.712492,93.000000,0.300294,0.694322,1.211111,
804_53_21310,03-01-2010,,2.210072,85.000000,0.109763,0.885908,1.012605,
804_53_21310,03-01-2011,,2.332929,87.000000,0.438149,0.556817,1.432727,
804_53_21310,04-01-2010,4.039649,2.210861,86.000000,0.096299,0.898285,0.879684,226
804_53_21310,05-01-2010,1.580948,2.129862,90.500000,0.284782,0.710479,1.086957,282
804_53_21310,06-01-2010,,2.169656,89.000000,0.092787,0.903642,1.172727,
804_53_21310,07-01-2010,,2.248875,86.000000,0.094414,0.898903,1.070048,
804_53_21310,07-01-2011,,3.838373,84.000000,0.195517,0.780771,1.346341,
804_53_21310,08-01-2010,,2.452770,81.000000,0.137381,0.858624,1.410526,
804_53_21310,08-01-2011,,4.011948,86.000000,0.844418,0.140117,2.023438,
804_53_21310,09-01-2010,,2.813855,95.000000,0.277456,0.719198,1.606272,
804_53_21310,10-01-2010,,2.252241,86.000000,0.846039,0.131468,1.602317,
804_53_21310,11-01-2010,,2.331928,81.000000,0.259287,0.736955,1.049242,
804_53_21310,12-01-2010,4.192835,2.171278,98.000000,0.699076,0.297797,1.355422,209
804_53_39536,01-01-2011,1.671557,1.689421,102.000000,0.161236,0.824848,1.177596,217
804_53_39536,02-01-2011,2.001127,0.804572,101.500000,0.435110,0.557004,1.203390,226
804_53_39536,03-01-2010,,0.723435,,,,,
804_53_39536,03-01-2011,2.058626,1.366183,94.000000,0.235363,0.745804,1.215339,213
804_53_39536,04-01-2010,0.550396,0.757465,90.000000,0.844011,0.148060,0.617857,207
804_53_39536,05-01-2010,1.107961,1.204580,91.000000,0.703890,0.288564,1.092308,229
804_53_39536,06-01-2010,,1.165443,102.000000,0.356946,0.603695,0.943662,
804_53_39536,07-01-2010,,1.447367,90.000000,0.256019,0.720381,1.067308,
804_53_39536,07-01-2011,2.305058,2.009391,96.000000,0.937649,0.048214,1.405858,205
804_53_39536,08-01-2010,,1.189882,,,,,
804_53_39536,08-01-2011,,2.058760,91.000000,0.928194,0.064399,1.092050,
804_53_39536,09-01-2010,,1.205200,,,,,
804_53_39536,09-01-2011,2.386266,1.929143,108.000000,0.964454,0.021532,2.425000,214
804_53_39536,10-01-2010,,1.273321,99.000000,0.619107,0.362093,1.149798,
804_53_39536,11-01-2010,,1.568073,94.000000,0.715534,0.275239,1.492000,
804_53_39536,12-01-2010,0.985137,1.833527,97.000000,0.729700,0.262048,0.956044,267
804_53_45043,03-01-2010,,1.091510,,0.966162,0.019628,1.089109,
804_53_45043,04-01-2010,,1.607238,111.500000,0.959669,0.025958,1.152074,
804_53_45043,05-01-2010,,1.608337,116.000000,0.959660,0.031965,1.642512,
804_53_45043,06-01-2010,,1.729145,,,,,
804_53_6849,01-01-2011,0.949416,0.501242,134.000000,0.784097,0.206294,0.508511,608
804_53_6849,02-01-2010,,0.328068,134.000000,0.204205,0.759356,1.103139,
804_53_6849,02-01-2011,1.303753,0.499279,133.000000,0.661651,0.325363,0.604938,540
804_53_6849,03-01-2010,0.896252,0.343780,125.000000,0.172931,0.816813,0.941650,205
804_53_6849,03-01-2011,1.295160,0.515149,128.000000,0.340306,0.645116,0.595768,477
804_53_6849,04-01-2010,0.873628,0.365691,129.000000,0.152116,0.836889,0.815760,361
804_53_6849,05-01-2010,0.819475,0.361018,131.000000,0.169708,0.818733,0.861538,498
804_53_6849,06-01-2010,0.855483,0.384104,132.000000,0.167532,0.821984,1.254878,340
804_53_6849,07-01-2010,0.872872,0.414369,133.000000,0.176395,0.809977,0.775930,416
804_53_6849,07-01-2011,1.703840,0.523179,121.000000,0.763102,0.226303,0.957169,346
804_53_6849,08-01-2010,1.038133,0.490439,124.000000,0.207598,0.778569,0.527027,351
804_53_6849,08-01-2011,1.577577,0.519341,126.000000,0.757493,0.227871,0.820000,339
804_53_6849,09-01-2010,1.339095,0.522552,124.000000,0.210940,0.770408,0.711340,326
804_53_6849,09-01-2011,1.796469,0.560122,122.000000,0.719560,0.275688,1.066339,255
804_53_6849,10-01-2010,1.483380,0.498458,125.000000,0.369307,0.615559,0.490489,406
804_53_6849,11-01-2010,1.644445,0.507538,129.000000,0.237556,0.752267,0.465517,403
804_53_6849,12-01-2010,1.044360,0.496734,138.000000,0.323563,0.650612,0.299371,424
804_56_3255,04-01-2010,1.180817,0.958900,102.000000,0.952666,0.037737,0.852679,213
804_56_3255,05-01-2010,0.916979,0.790402,106.000000,0.946075,0.022150,0.527897,216
804_56_3255,06-01-2010,,0.802619,100.000000,0.918448,0.057795,0.923423,
804_56_42336,01-01-2011,1.905863,1.442342,108.000000,0.965411,0.022264,1.072835,467
804_56_42336,02-01-2010,,0.402055,68.000000,0.452152,0.521819,1.391156,
804_56_42336,02-01-2011,2.217674,0.720514,102.000000,0.961870,0.024475,1.095703,483
804_56_42336,03-01-2010,1.547589,0.396967,89.000000,0.646447,0.349056,0.844133,420
804_56_42336,03-01-2011,2.343240,0.956034,93.000000,0.966254,0.020840,1.128571,466
804_56_42336,04-01-2010,1.624563,0.394206,92.000000,0.516110,0.476586,1.128505,567
804_56_42336,05-01-2010,1.658579,0.395507,90.000000,0.395093,0.600721,1.268519,500
804_56_42336,06-01-2010,1.694941,0.390771,103.000000,0.356405,0.639281,1.425798,352
804_56_42336,07-01-2010,1.558062,0.395068,94.000000,0.182765,0.806198,1.015773,253
804_56_42336,07-01-2011,2.463546,1.890637,91.000000,0.968458,0.020120,1.323420,250
804_56_42336,08-01-2010,1.652801,0.409846,94.000000,0.245832,0.750264,1.002049,248
804_56_42336,08-01-2011,2.794194,2.130959,88.000000,0.954220,0.034663,1.711207,208
804_56_42336,09-01-2010,1.121570,0.593389,96.000000,0.676053,0.313017,0.926009,295
804_56_42336,09-01-2011,2.590296,1.929896,106.000000,0.968563,0.021874,1.876106,204
804_56_42336,10-01-2010,1.444067,0.662041,110.000000,0.451560,0.544692,0.878049,276
804_56_42336,11-01-2010,1.531976,0.763301,89.500000,0.670019,0.324630,1.143770,202
804_56_42336,12-01-2010,1.956813,1.647510,94.000000,0.965596,0.021077,0.511545,521
804_59_12421,06-01-2010,2.632716,1.118797,92.000000,0.968354,0.019311,1.920000,227
804_59_15895,07-01-2011,,2.090111,96.000000,0.899408,0.083942,1.299107,
804_59_20539,01-01-2011,,0.973636,,,,,
804_59_42833,03-01-2010,,0.277640,,,,,
804_59_42833,03-01-2011,1.880396,0.617691,93.000000,0.957938,0.025899,1.181395,203
804_59_42833,04-01-2010,,0.449747,,,,,
804_59_42833,05-01-2010,,0.442284,90.000000,0.941384,0.036055,1.000000,
804_59_42833,06-01-2010,,0.262223,102.000000,0.890992,0.097663,0.858537,
804_59_42833,07-01-2010,,0.514409,92.000000,0.874517,0.087155,1.146341,
804_59_42833,11-01-2010,,1.166139,,,,,
804_61_16223,01-01-2011,3.129213,1.527420,47.000000,0.926482,0.057823,0.691700,232
804_61_16223,02-01-2011,3.305964,1.406471,74.500000,0.934803,0.042723,1.056680,231
804_61_16223,04-01-2010,,0.583114,85.000000,0.885271,0.088562,0.925373,
804_61_16223,05-01-2010,,0.442042,,,,,
804_61_16223,09-01-2010,,0.509930,,,,,
804_61_16223,12-01-2010,,0.755778,,,,,
804_61_49326,01-01-2011,3.785030,2.172469,83.000000,0.187454,0.806796,-0.229917,237
804_61_49326,02-01-2011,3.691882,2.169862,76.000000,0.654371,0.342316,0.156379,202
804_61_49326,03-01-2011,,2.170350,80.000000,0.451505,0.544506,0.027149,
804_61_49326,04-01-2010,,1.405820,88.000000,0.130009,0.855666,0.301887,
804_61_49326,05-01-2010,,1.065559,104.000000,0.141044,0.845136,0.585670,
804_61_49326,06-01-2010,,1.186276,106.000000,0.133771,0.857630,0.208191,
804_61_49326,07-01-2010,,1.607546,81.000000,0.120744,0.867507,-0.041534,
804_61_49326,08-01-2010,,0.925849,77.000000,0.117267,0.869965,0.239700,
804_61_49326,09-01-2010,,0.874719,76.000000,0.172709,0.821763,0.356275,
804_61_49326,10-01-2010,,1.469544,,,,,
804_61_49326,11-01-2010,,1.609567,84.000000,0.687224,0.295159,-0.045833,
804_61_49326,12-01-2010,3.666521,2.129530,90.000000,0.531265,0.456200,0.061972,276
804_61_6849,07-01-2010,,0.424449,142.000000,0.165415,0.823760,1.025105,
804_63_12421,01-01-2011,1.164821,1.608815,101.000000,0.966771,0.023018,1.057235,793
804_63_12421,02-01-2011,1.508239,1.768479,94.000000,0.955494,0.032136,1.213450,521
804_63_12421,03-01-2011,2.025835,1.968078,89.000000,0.957171,0.034734,1.211485,552
804_63_12421,07-01-2011,5.521576,3.054298,90.000000,0.934508,0.047668,1.458445,257
804_63_12421,08-01-2011,6.540194,3.844709,92.000000,0.925186,0.052718,2.169231,221
804_63_12421,09-01-2010,2.431611,1.367625,88.000000,0.931458,0.052363,1.232384,531
804_63_12421,09-01-2011,5.151322,3.482615,91.000000,0.922697,0.071378,1.541796,222
804_63_12421,10-01-2010,2.821391,1.447578,86.000000,0.918684,0.070505,1.181034,533
804_63_12421,11-01-2010,1.577891,1.728366,86.000000,0.959725,0.025023,1.324086,674
804_63_12421,12-01-2010,2.095834,1.949222,100.000000,0.957008,0.031069,1.032995,618
804_63_13188,01-01-2010,,0.880412,53.000000,0.630069,0.360820,1.934156,
804_63_13188,01-01-2011,4.209866,1.326081,158.000000,0.556161,0.438088,1.720509,1199
804_63_13188,02-01-2010,4.272113,1.045428,57.500000,0.351863,0.644020,1.530903,334
804_63_13188,02-01-2011,9.452972,2.168403,93.000000,0.207293,0.787950,1.851831,928
804_63_13188,03-01-2010,5.981995,1.166580,154.000000,0.236109,0.754057,1.276832,658
804_63_13188,03-01-2011,12.961728,3.611287,87.500000,0.126998,0.866639,1.790403,845
804_63_13188,04-01-2010,7.451745,1.125954,176.000000,0.194721,0.796956,1.566755,892
804_63_13188,05-01-2010,7.145368,1.041367,178.000000,0.194993,0.796365,1.676580,954
804_63_13188,06-01-2010,7.519235,1.125869,173.000000,0.175252,0.814172,1.650693,929
804_63_13188,07-01-2010,7.508260,1.167097,178.000000,0.182619,0.806433,1.554197,838
804_63_13188,07-01-2011,9.422901,3.734260,98.000000,0.375620,0.619692,1.984581,752
804_63_13188,08-01-2010,6.980618,1.327310,174.000000,0.181288,0.810614,1.217925,587
804_63_13188,08-01-2011,9.979645,3.937386,100.000000,0.206755,0.786300,1.891339,634
804_63_13188,09-01-2010,2.376327,1.125431,172.000000,0.486684,0.509040,1.558314,967
804_63_13188,09-01-2011,10.965128,3.817377,96.000000,0.242286,0.753204,2.430458,688
804_63_13188,10-01-2010,6.036294,1.166878,94.000000,0.218216,0.773359,1.583020,910
804_63_13188,11-01-2010,5.219448,1.889501,174.500000,0.252752,0.742685,1.606982,910
804_63_13188,12-01-2010,6.032561,1.810180,178.000000,0.220696,0.769861,1.540127,906
804_63_34700,01-01-2011,1.888339,1.213293,97.000000,0.921683,0.065830,1.373957,438
804_63_34700,02-01-2010,,1.245737,61.000000,0.846525,0.141514,0.937956,
804_63_34700,02-01-2011,1.998354,1.568436,87.000000,0.925023,0.061861,1.358674,368
804_63_34700,03-01-2010,1.994317,1.205163,77.000000,0.955684,0.035700,0.972574,418
804_63_34700,03-01-2011,3.806139,2.009407,86.000000,0.810318,0.185814,1.668737,320
804_63_34700,04-01-2010,1.850718,1.004949,91.000000,0.963071,0.029980,1.110379,509
804_63_34700,05-01-2010,1.388983,0.748711,99.000000,0.976267,0.013762,1.447154,529
804_63_34700,06-01-2010,2.223959,1.848515,101.000000,0.951731,0.033168,1.854003,504
804_63_34700,07-01-2010,1.584178,1.689141,97.000000,0.955448,0.032223,1.052893,470
804_63_34700,07-01-2011,,3.175598,81.000000,0.704190,0.292975,1.404459,
804_63_34700,08-01-2010,1.551364,1.803435,92.000000,0.964305,0.023487,1.022989,280
804_63_34700,08-01-2011,,3.051481,81.000000,0.850903,0.145290,1.558824,
804_63_34700,09-01-2010,1.051337,1.487367,100.000000,0.973325,0.011561,1.048433,308
804_63_34700,09-01-2011,,3.216075,78.500000,0.779920,0.216409,2.000000,
804_63_34700,10-01-2010,1.809958,2.573683,77.000000,0.934339,0.052790,1.240076,388
804_63_34700,11-01-2010,1.476821,1.970426,91.000000,0.950625,0.033895,1.542000,353
804_63_34700,12-01-2010,1.455538,2.189833,92.000000,0.965468,0.024677,1.391144,415
804_63_42335,01-01-2011,,1.728349,92.000000,0.632233,0.352871,1.286207,
804_63_42335,02-01-2011,,1.847346,95.000000,0.586806,0.406801,1.160305,
804_63_42335,03-01-2011,,2.088978,87.000000,0.289367,0.702431,1.691630,
804_63_42335,04-01-2010,,0.683787,96.000000,0.664794,0.262853,1.121951,
804_63_42335,05-01-2010,,0.764137,102.500000,0.715150,0.155736,1.025105,
804_63_42335,06-01-2010,,0.755211,104.000000,0.802845,0.172662,1.506224,
804_63_42335,07-01-2010,,0.799266,,,,,
804_63_42335,11-01-2010,,2.051500,96.000000,0.542344,0.454939,0.727915,
804_63_42335,12-01-2010,,1.923040,102.000000,0.550817,0.445958,1.313916,
804_63_42723,01-01-2011,,0.803711,,,,,
804_63_42723,02-01-2011,2.030277,0.887610,102.500000,0.963031,0.028486,0.857798,210
804_63_42723,03-01-2011,2.745260,0.949701,93.000000,0.939996,0.050124,0.427948,224
804_63_6849,01-01-2010,0.819470,0.345370,124.000000,0.445835,0.544404,0.871194,238
804_63_6849,01-01-2011,1.231425,0.419688,132.000000,0.432124,0.553975,0.582893,4136
804_63_6849,02-01-2010,0.786453,0.331754,125.000000,0.214767,0.761325,0.726382,832
804_63_6849,02-01-2011,1.551913,0.460331,131.000000,0.455178,0.530544,0.687165,3816
804_63_6849,03-01-2010,0.678345,0.303911,131.000000,0.302441,0.682378,0.723721,1636
804_63_6849,03-01-2011,1.688354,0.481500,124.000000,0.361320,0.628895,0.798667,3725
804_63_6849,04-01-2010,0.293584,0.202751,139.000000,0.735459,0.235734,0.882328,4216
804_63_6849,05-01-2010,0.277116,0.187630,140.000000,0.598931,0.384717,0.946571,4099
804_63_6849,06-01-2010,0.430940,0.325886,137.000000,0.466504,0.516223,0.906202,3183
804_63_6849,07-01-2010,0.813015,0.374894,136.000000,0.183322,0.802811,0.864609,2837
804_63_6849,07-01-2011,1.802498,0.543108,118.000000,0.701909,0.288863,1.120710,2673
804_63_6849,08-01-2010,1.184600,0.399482,126.000000,0.166234,0.822131,0.821178,2262
